user_id,subscription_date,plan,price_usd
U1018623,2024-02-09 08:17:05,monthly,9.99
U1018629,2024-02-21 19:15:49,monthly,9.99
U1018642,2024-02-10 16:17:15,monthly,9.99
U1018645,2024-02-11 06:08:26,monthly,9.99
U1018648,2024-02-16 11:09:39,monthly,9.99
U1018649,2024-02-04 03:05:03,monthly,9.99
U1018661,2024-02-05 12:05:53,monthly,9.99
U1018714,2024-02-05 07:15:17,yearly,79.99
U1018726,2024-02-17 09:14:39,yearly,79.99
U1018730,2024-03-10 16:06:20,yearly,79.99
U1018733,2024-02-09 13:40:20,monthly,9.99
U1018734,2024-02-08 04:58:34,monthly,9.99
U1018804,2024-02-04 00:14:37,monthly,9.99
U1018808,2024-02-12 06:43:16,monthly,9.99
U1018810,2024-02-15 15:39:56,monthly,9.99
U1018830,2024-02-05 16:53:25,monthly,9.99
U1018833,2024-02-04 23:08:55,monthly,9.99
U1018878,2024-02-29 20:36:11,yearly,79.99
U1018888,2024-02-11 20:23:28,monthly,9.99
U1018894,2024-02-11 22:29:07,yearly,79.99
U1018948,2024-02-06 22:22:31,monthly,9.99
U1018949,2024-03-03 01:33:06,yearly,79.99
U1018959,2024-02-12 13:19:27,monthly,9.99
U1018971,2024-02-08 03:22:06,monthly,9.99
U1018973,2024-03-04 06:49:00,monthly,9.99
U1018975,2024-02-18 01:01:14,monthly,9.99
U1018988,2024-02-27 15:23:46,monthly,9.99
U1018996,2024-02-12 15:00:33,monthly,9.99
U1019007,2024-02-07 16:17:48,monthly,9.99
U1019008,2024-02-08 11:27:42,monthly,9.99
U1019009,2024-02-27 12:06:34,monthly,9.99
U1019014,2024-02-18 00:22:22,monthly,9.99
U1019031,2024-02-08 19:51:32,monthly,9.99
U1019042,2024-03-06 09:29:01,monthly,9.99
U1019062,2024-02-10 01:49:52,yearly,79.99
U1019064,2024-02-09 05:32:37,monthly,9.99
U1019075,2024-02-05 22:13:03,yearly,79.99
U1019086,2024-02-15 11:18:01,monthly,9.99
U1019092,2024-02-06 02:36:16,monthly,9.99
U1019094,2024-02-16 10:12:10,monthly,9.99
U1019098,2024-02-18 10:24:09,yearly,79.99
U1019156,2024-02-14 17:27:58,monthly,9.99
U1019164,2024-02-07 13:43:04,monthly,9.99
U1019180,2024-02-11 19:53:39,monthly,9.99
U1019194,2024-02-11 13:58:35,monthly,9.99
U1019199,2024-02-06 03:44:57,monthly,9.99
U1019221,2024-02-18 07:18:38,monthly,9.99
U1019275,2024-02-10 04:21:34,yearly,79.99
U1019286,2024-02-19 13:16:57,monthly,9.99
U1019318,2024-02-06 06:12:32,yearly,79.99
U1019324,2024-02-15 04:56:36,monthly,9.99
U1019369,2024-02-10 08:40:17,yearly,79.99
U1019370,2024-02-27 13:36:46,monthly,9.99
U1019377,2024-04-19 11:47:26,monthly,9.99
U1019378,2024-02-07 10:10:30,monthly,9.99
U1019391,2024-02-12 09:57:52,monthly,9.99
U1019395,2024-02-15 22:59:49,yearly,79.99
U1019398,2024-02-05 07:33:01,monthly,9.99
U1019407,2024-03-09 09:19:16,monthly,9.99
U1019432,2024-02-08 13:59:42,monthly,9.99
U1019470,2024-02-10 12:58:50,monthly,9.99
U1019490,2024-02-19 09:44:16,yearly,79.99
U1019511,2024-02-24 18:11:18,monthly,9.99
U1019514,2024-03-05 22:29:19,yearly,79.99
U1019523,2024-02-21 23:49:59,monthly,9.99
U1019536,2024-02-22 18:41:46,monthly,9.99
U1019559,2024-02-06 10:41:51,monthly,9.99
U1019563,2024-02-16 20:04:27,monthly,9.99
U1019595,2024-02-11 05:30:06,monthly,9.99
U1019596,2024-02-06 02:01:36,yearly,79.99
U1019598,2024-02-06 14:15:33,monthly,9.99
U1019626,2024-02-16 17:32:27,monthly,9.99
U1019639,2024-02-15 22:23:14,yearly,79.99
U1019647,2024-02-15 03:40:15,yearly,79.99
U1019672,2024-02-24 03:42:59,monthly,9.99
U1019678,2024-02-07 21:34:07,monthly,9.99
U1019692,2024-02-23 04:43:22,monthly,9.99
U1019698,2024-02-06 00:56:42,monthly,9.99
U1019719,2024-03-05 05:27:49,monthly,9.99
U1019739,2024-03-18 02:09:34,monthly,9.99
U1019742,2024-02-17 19:40:19,monthly,9.99
U1019781,2024-02-08 23:14:18,yearly,79.99
U1019802,2024-02-08 16:55:43,monthly,9.99
U1019808,2024-02-11 17:14:25,monthly,9.99
U1019813,2024-02-23 05:32:40,yearly,79.99
U1019838,2024-02-23 19:04:02,yearly,79.99
U1019867,2024-03-14 23:40:01,yearly,79.99
U1019885,2024-02-14 17:14:39,monthly,9.99
U1019902,2024-03-05 08:01:01,yearly,79.99
U1019916,2024-02-20 17:15:17,monthly,9.99
U1019946,2024-02-12 12:09:05,yearly,79.99
U1019953,2024-02-06 12:19:03,yearly,79.99
U1019959,2024-02-06 03:34:29,monthly,9.99
U1019963,2024-02-18 09:37:25,yearly,79.99
U1019966,2024-02-11 12:56:06,monthly,9.99
U1019975,2024-02-12 22:44:29,monthly,9.99
U1019986,2024-02-25 13:20:40,monthly,9.99
U1020007,2024-02-23 06:56:31,monthly,9.99
U1020027,2024-02-09 14:31:33,yearly,79.99
U1020064,2024-03-02 20:50:49,yearly,79.99
U1020073,2024-02-06 10:00:54,monthly,9.99
U1020075,2024-02-11 00:01:49,yearly,79.99
U1020080,2024-03-18 05:54:46,yearly,79.99
U1020085,2024-02-15 17:44:41,yearly,79.99
U1020089,2024-02-13 05:30:55,monthly,9.99
U1020100,2024-03-02 11:50:01,yearly,79.99
U1020102,2024-02-23 22:45:47,yearly,79.99
U1020107,2024-02-10 06:53:26,yearly,79.99
U1020117,2024-02-21 01:31:35,yearly,79.99
U1020139,2024-02-07 16:40:35,yearly,79.99
U1020171,2024-02-15 13:01:09,monthly,9.99
U1020173,2024-05-06 05:29:32,yearly,79.99
U1020181,2024-02-25 21:44:01,monthly,9.99
U1020206,2024-02-12 20:58:55,yearly,79.99
U1020222,2024-02-13 16:11:57,monthly,9.99
U1020230,2024-02-16 14:41:44,monthly,9.99
U1020250,2024-03-02 22:16:35,monthly,9.99
U1020254,2024-03-18 17:51:26,monthly,9.99
U1020270,2024-02-17 14:29:14,monthly,9.99
U1020274,2024-02-11 04:22:07,yearly,79.99
U1020277,2024-02-08 11:34:33,yearly,79.99
U1020280,2024-02-24 22:32:31,yearly,79.99
U1020283,2024-02-08 10:49:06,monthly,9.99
U1020290,2024-02-08 03:56:24,monthly,9.99
U1020306,2024-02-13 04:35:24,monthly,9.99
U1020309,2024-02-10 12:27:24,monthly,9.99
U1020314,2024-02-10 04:47:20,monthly,9.99
U1020348,2024-02-15 04:10:27,yearly,79.99
U1020363,2024-02-15 23:24:34,monthly,9.99
U1020370,2024-02-16 14:56:15,yearly,79.99
U1020385,2024-02-11 19:58:44,monthly,9.99
U1020395,2024-02-14 10:30:49,yearly,79.99
U1020420,2024-02-08 15:21:50,monthly,9.99
U1020438,2024-04-03 19:19:24,monthly,9.99
U1020443,2024-03-05 07:06:08,yearly,79.99
U1020445,2024-02-17 23:23:49,yearly,79.99
U1020447,2024-02-10 10:41:12,monthly,9.99
U1020489,2024-02-16 20:06:03,monthly,9.99
U1020491,2024-02-07 17:01:00,yearly,79.99
U1020494,2024-02-08 10:53:32,yearly,79.99
U1020515,2024-02-16 03:40:00,monthly,9.99
U1020527,2024-02-19 20:38:28,monthly,9.99
U1020553,2024-02-09 13:27:44,monthly,9.99
U1020556,2024-02-08 07:35:21,yearly,79.99
U1020564,2024-02-19 14:52:21,monthly,9.99
U1020567,2024-02-10 18:41:10,monthly,9.99
U1020570,2024-02-09 13:58:15,monthly,9.99
U1020583,2024-02-12 12:08:06,monthly,9.99
U1020587,2024-02-08 02:54:18,monthly,9.99
U1020599,2024-02-16 12:22:21,monthly,9.99
U1020611,2024-02-07 18:38:57,monthly,9.99
U1020686,2024-02-14 19:30:00,yearly,79.99
U1020707,2024-03-07 04:54:48,yearly,79.99
U1020730,2024-02-12 18:34:17,monthly,9.99
U1020732,2024-02-28 08:41:32,monthly,9.99
U1020742,2024-02-15 09:41:58,monthly,9.99
U1020779,2024-02-08 16:10:37,monthly,9.99
U1020790,2024-02-15 08:46:24,yearly,79.99
U1020803,2024-02-26 02:58:31,monthly,9.99
U1020809,2024-02-09 22:35:37,monthly,9.99
U1020828,2024-02-19 11:40:56,yearly,79.99
U1020830,2024-03-15 06:48:14,monthly,9.99
U1020834,2024-02-12 21:22:29,monthly,9.99
U1020848,2024-03-06 03:15:57,monthly,9.99
U1020874,2024-02-17 22:08:15,monthly,9.99
U1020892,2024-03-01 11:24:28,monthly,9.99
U1020903,2024-02-17 04:33:15,yearly,79.99
U1020909,2024-02-29 22:45:00,monthly,9.99
U1020934,2024-02-09 21:06:49,monthly,9.99
U1020942,2024-02-10 16:03:36,monthly,9.99
U1020951,2024-02-15 12:47:25,yearly,79.99
U1020963,2024-02-12 16:49:45,yearly,79.99
U1020972,2024-02-13 16:33:43,monthly,9.99
U1020985,2024-02-08 21:23:33,monthly,9.99
U1020998,2024-02-14 01:13:56,yearly,79.99
U1021005,2024-02-09 06:24:29,monthly,9.99
U1021008,2024-04-01 11:55:44,monthly,9.99
U1021009,2024-02-27 04:31:47,yearly,79.99
U1021029,2024-02-15 20:44:57,monthly,9.99
U1021046,2024-02-08 08:19:08,yearly,79.99
U1021059,2024-02-10 08:06:35,yearly,79.99
U1021071,2024-02-10 22:35:08,monthly,9.99
U1021086,2024-03-01 17:55:02,yearly,79.99
U1021087,2024-02-11 12:12:06,yearly,79.99
U1021103,2024-02-09 21:39:08,monthly,9.99
U1021112,2024-02-11 02:41:18,monthly,9.99
U1021123,2024-02-27 12:38:46,monthly,9.99
U1021143,2024-02-15 14:51:21,yearly,79.99
U1021166,2024-02-09 01:38:40,monthly,9.99
U1021192,2024-02-10 15:18:01,monthly,9.99
U1021195,2024-02-09 15:58:05,yearly,79.99
U1021203,2024-02-20 05:26:33,monthly,9.99
U1021204,2024-03-09 05:19:25,yearly,79.99
U1021230,2024-03-06 21:42:53,yearly,79.99
U1021232,2024-02-11 04:16:09,monthly,9.99
U1021236,2024-02-08 15:04:05,yearly,79.99
U1021251,2024-03-05 20:32:12,monthly,9.99
U1021269,2024-02-24 22:10:56,monthly,9.99
U1021287,2024-02-22 20:13:44,monthly,9.99
U1021296,2024-02-27 18:10:30,yearly,79.99
U1021299,2024-03-05 10:20:40,monthly,9.99
U1021310,2024-03-04 16:40:26,monthly,9.99
U1021314,2024-02-13 01:35:14,monthly,9.99
U1021334,2024-02-25 12:25:35,yearly,79.99
U1021336,2024-02-26 09:14:58,monthly,9.99
U1021337,2024-03-05 11:28:11,monthly,9.99
U1021367,2024-02-19 21:07:42,monthly,9.99
U1021389,2024-02-13 12:02:01,yearly,79.99
U1021410,2024-03-11 14:37:30,monthly,9.99
U1021431,2024-02-13 22:06:24,yearly,79.99
U1021452,2024-03-13 12:08:37,monthly,9.99
U1021458,2024-02-14 21:23:37,monthly,9.99
U1021464,2024-02-09 13:29:09,yearly,79.99
U1021505,2024-02-15 01:37:30,yearly,79.99
U1021508,2024-02-11 03:06:46,monthly,9.99
U1021532,2024-02-09 22:41:41,yearly,79.99
U1021535,2024-02-17 13:14:29,monthly,9.99
U1021541,2024-02-10 22:46:58,monthly,9.99
U1021544,2024-04-02 15:03:41,monthly,9.99
U1021550,2024-03-06 17:06:59,monthly,9.99
U1021554,2024-02-13 21:41:42,monthly,9.99
U1021556,2024-03-10 02:52:36,monthly,9.99
U1021558,2024-02-09 02:41:06,monthly,9.99
U1021587,2024-02-11 16:46:38,monthly,9.99
U1021598,2024-02-11 07:17:03,monthly,9.99
U1021599,2024-03-05 20:54:20,monthly,9.99
U1021603,2024-02-22 19:31:07,monthly,9.99
U1021607,2024-02-12 09:46:28,yearly,79.99
U1021608,2024-02-17 06:36:57,monthly,9.99
U1021613,2024-02-16 01:09:20,yearly,79.99
U1021617,2024-02-15 13:35:24,monthly,9.99
U1021648,2024-02-12 06:45:34,monthly,9.99
U1021650,2024-02-17 03:11:39,yearly,79.99
U1021671,2024-02-09 00:31:58,monthly,9.99
U1021681,2024-03-05 12:24:53,monthly,9.99
U1021682,2024-03-11 07:58:10,monthly,9.99
U1021705,2024-02-15 22:24:12,yearly,79.99
U1021729,2024-02-28 03:39:21,monthly,9.99
U1021731,2024-02-16 07:55:16,yearly,79.99
U1021745,2024-02-25 23:29:37,monthly,9.99
U1021746,2024-03-04 18:05:23,yearly,79.99
U1021754,2024-02-13 17:40:18,yearly,79.99
U1021775,2024-02-20 16:09:18,yearly,79.99
U1021777,2024-02-15 20:46:43,yearly,79.99
U1021780,2024-02-19 06:44:12,monthly,9.99
U1021785,2024-03-16 11:05:09,monthly,9.99
U1021789,2024-02-11 06:38:35,monthly,9.99
U1021791,2024-02-12 10:12:05,yearly,79.99
U1021792,2024-03-18 09:49:53,monthly,9.99
U1021809,2024-02-23 16:09:23,yearly,79.99
U1021812,2024-02-12 07:17:23,yearly,79.99
U1021822,2024-02-18 15:13:49,monthly,9.99
U1021846,2024-02-09 04:37:28,monthly,9.99
U1021850,2024-02-13 02:42:48,monthly,9.99
U1021852,2024-02-25 18:52:10,monthly,9.99
U1021872,2024-02-17 18:49:25,monthly,9.99
U1021903,2024-02-14 00:37:55,monthly,9.99
U1021921,2024-02-21 10:05:57,monthly,9.99
U1021956,2024-02-12 01:17:38,monthly,9.99
U1021971,2024-02-11 19:06:30,yearly,79.99
U1021979,2024-03-08 12:05:17,yearly,79.99
U1021997,2024-02-16 08:30:10,monthly,9.99
U1022007,2024-02-22 04:23:36,monthly,9.99
U1022018,2024-02-16 14:41:34,monthly,9.99
U1022051,2024-03-18 02:38:42,yearly,79.99
U1022063,2024-03-11 16:02:12,yearly,79.99
U1022088,2024-02-10 08:12:43,yearly,79.99
U1022108,2024-03-05 23:32:25,monthly,9.99
U1022116,2024-03-18 04:34:18,monthly,9.99
U1022133,2024-02-17 19:59:00,monthly,9.99
U1022136,2024-02-11 18:28:04,monthly,9.99
U1022141,2024-02-20 11:09:16,monthly,9.99
U1022142,2024-02-21 22:54:09,monthly,9.99
U1022148,2024-02-10 21:33:11,monthly,9.99
U1022157,2024-02-11 00:19:46,monthly,9.99
U1022161,2024-02-10 18:51:22,monthly,9.99
U1022192,2024-03-03 05:54:40,yearly,79.99
U1022233,2024-02-29 05:30:35,monthly,9.99
U1022240,2024-02-26 17:18:08,monthly,9.99
U1022243,2024-02-17 14:02:15,monthly,9.99
U1022266,2024-02-24 19:07:13,monthly,9.99
U1022267,2024-02-15 01:25:26,monthly,9.99
U1022274,2024-02-21 17:25:34,monthly,9.99
U1022297,2024-02-12 23:09:18,monthly,9.99
U1022308,2024-02-17 01:30:48,yearly,79.99
U1022310,2024-02-10 08:18:31,monthly,9.99
U1022340,2024-02-15 21:32:51,monthly,9.99
U1022343,2024-03-31 19:07:23,monthly,9.99
U1022363,2024-02-17 07:08:29,monthly,9.99
U1022381,2024-02-11 19:31:18,monthly,9.99
U1022383,2024-02-28 05:21:00,monthly,9.99
U1022388,2024-02-25 11:27:05,yearly,79.99
U1022405,2024-02-13 08:18:27,monthly,9.99
U1022414,2024-02-23 05:40:10,monthly,9.99
U1022427,2024-02-15 15:09:37,monthly,9.99
U1022433,2024-02-10 13:30:09,monthly,9.99
U1022438,2024-02-17 05:03:48,monthly,9.99
U1022472,2024-03-04 12:25:44,monthly,9.99
U1022484,2024-02-15 18:58:48,monthly,9.99
U1022502,2024-02-16 00:54:14,monthly,9.99
U1022520,2024-03-20 12:54:16,yearly,79.99
U1022564,2024-02-15 04:40:44,yearly,79.99
U1022570,2024-03-14 16:00:18,monthly,9.99
U1022582,2024-02-16 09:58:49,monthly,9.99
U1022592,2024-02-21 20:57:44,yearly,79.99
U1022628,2024-03-12 15:20:14,yearly,79.99
U1022640,2024-02-14 11:43:59,monthly,9.99
U1022644,2024-02-14 10:37:06,monthly,9.99
U1022669,2024-02-22 01:18:57,monthly,9.99
U1022676,2024-02-11 21:58:55,monthly,9.99
U1022697,2024-02-13 02:12:18,monthly,9.99
U1022699,2024-02-15 13:33:42,monthly,9.99
U1022726,2024-02-20 18:43:07,monthly,9.99
U1022728,2024-02-17 07:38:44,yearly,79.99
U1022737,2024-02-20 03:52:49,monthly,9.99
U1022743,2024-02-14 04:32:54,yearly,79.99
U1022749,2024-02-21 07:29:52,monthly,9.99
U1022757,2024-02-27 23:26:45,monthly,9.99
U1022764,2024-02-15 05:02:45,monthly,9.99
U1022791,2024-02-27 01:10:03,yearly,79.99
U1022792,2024-03-11 04:07:25,monthly,9.99
U1022801,2024-02-16 22:06:56,yearly,79.99
U1022810,2024-02-21 11:10:15,yearly,79.99
U1022819,2024-02-15 18:19:41,yearly,79.99
U1022820,2024-03-01 03:40:17,monthly,9.99
U1022863,2024-04-18 13:09:24,monthly,9.99
U1022875,2024-02-19 19:25:18,monthly,9.99
U1022882,2024-03-12 06:46:38,monthly,9.99
U1022893,2024-02-17 21:50:51,monthly,9.99
U1022897,2024-03-03 20:12:48,monthly,9.99
U1022907,2024-03-28 11:41:00,monthly,9.99
U1022914,2024-02-16 08:19:00,monthly,9.99
U1022923,2024-03-23 11:06:48,monthly,9.99
U1022927,2024-02-16 18:49:32,monthly,9.99
U1022936,2024-02-11 19:35:13,monthly,9.99
U1022957,2024-02-11 12:30:46,monthly,9.99
U1022961,2024-02-18 00:37:01,monthly,9.99
U1022962,2024-03-10 18:16:29,monthly,9.99
U1022965,2024-03-04 05:21:59,monthly,9.99
U1022966,2024-02-14 08:00:58,monthly,9.99
U1022971,2024-02-27 18:49:42,monthly,9.99
U1022975,2024-02-13 06:24:39,monthly,9.99
U1022988,2024-03-01 09:56:48,monthly,9.99
U1022998,2024-02-19 14:07:48,yearly,79.99
U1023010,2024-03-10 19:40:24,monthly,9.99
U1023045,2024-03-03 19:16:22,monthly,9.99
U1023055,2024-02-12 19:29:48,monthly,9.99
U1023078,2024-04-24 08:54:17,monthly,9.99
U1023080,2024-02-23 21:05:49,monthly,9.99
U1023109,2024-03-09 07:10:38,monthly,9.99
U1023123,2024-03-05 15:41:10,monthly,9.99
U1023140,2024-03-03 06:27:04,monthly,9.99
U1023165,2024-02-11 02:17:58,monthly,9.99
U1023174,2024-02-18 05:43:20,monthly,9.99
U1023186,2024-02-18 11:33:05,monthly,9.99
U1023190,2024-02-15 07:38:51,monthly,9.99
U1023193,2024-02-11 21:45:17,yearly,79.99
U1023215,2024-03-17 20:27:46,monthly,9.99
U1023227,2024-02-26 09:55:12,monthly,9.99
U1023234,2024-02-12 09:12:50,yearly,79.99
U1023242,2024-02-12 04:28:57,monthly,9.99
U1023248,2024-03-10 15:39:26,monthly,9.99
U1023256,2024-02-17 03:04:41,monthly,9.99
U1023298,2024-02-21 17:00:41,monthly,9.99
U1023300,2024-03-03 22:17:02,monthly,9.99
U1023316,2024-03-12 00:12:47,monthly,9.99
U1023324,2024-03-21 23:22:09,yearly,79.99
U1023336,2024-02-14 22:32:56,monthly,9.99
U1023345,2024-02-18 08:18:42,monthly,9.99
U1023395,2024-02-12 00:24:14,monthly,9.99
U1023398,2024-02-23 13:47:03,yearly,79.99
U1023428,2024-02-24 18:18:28,monthly,9.99
U1023474,2024-03-02 01:22:31,monthly,9.99
U1023492,2024-03-01 04:26:49,monthly,9.99
U1023525,2024-02-24 22:37:41,monthly,9.99
U1023540,2024-02-17 03:30:31,monthly,9.99
U1023555,2024-02-26 21:09:57,monthly,9.99
U1023577,2024-03-03 04:20:47,monthly,9.99
U1023578,2024-02-18 15:14:36,monthly,9.99
U1023594,2024-03-24 00:12:52,monthly,9.99
U1023597,2024-03-10 22:01:47,yearly,79.99
U1023600,2024-02-21 00:35:16,yearly,79.99
U1023629,2024-02-14 18:31:40,monthly,9.99
U1023642,2024-02-12 17:16:56,monthly,9.99
U1023648,2024-02-16 21:49:47,monthly,9.99
U1023692,2024-03-03 04:14:36,yearly,79.99
U1023696,2024-02-21 02:54:16,monthly,9.99
U1023702,2024-03-06 01:52:35,yearly,79.99
U1023710,2024-02-13 15:47:56,monthly,9.99
U1023734,2024-02-24 02:40:20,monthly,9.99
U1023779,2024-03-01 08:19:44,monthly,9.99
U1023790,2024-03-12 19:21:25,monthly,9.99
U1023795,2024-02-16 16:27:06,yearly,79.99
U1023801,2024-02-17 18:03:39,yearly,79.99
U1023833,2024-03-03 01:26:45,monthly,9.99
U1023842,2024-02-12 20:15:07,yearly,79.99
U1023862,2024-02-27 22:26:56,monthly,9.99
U1023869,2024-02-28 16:47:58,monthly,9.99
U1023879,2024-02-19 19:28:11,monthly,9.99
U1023884,2024-02-18 11:04:59,monthly,9.99
U1023890,2024-02-14 23:20:36,yearly,79.99
U1023891,2024-02-27 14:04:55,monthly,9.99
U1023899,2024-02-13 08:15:25,monthly,9.99
U1023907,2024-02-27 01:56:55,monthly,9.99
U1023926,2024-02-27 18:45:59,yearly,79.99
U1023933,2024-03-09 13:41:35,monthly,9.99
U1023939,2024-02-13 10:36:12,monthly,9.99
U1023954,2024-02-15 03:34:32,monthly,9.99
U1023955,2024-02-13 19:19:07,yearly,79.99
U1023958,2024-03-11 03:38:29,monthly,9.99
U1023966,2024-02-28 11:45:39,monthly,9.99
U1023976,2024-02-20 11:55:11,yearly,79.99
U1024000,2024-03-02 23:17:38,monthly,9.99
U1024014,2024-04-17 11:08:36,monthly,9.99
U1024050,2024-02-27 17:33:29,monthly,9.99
U1024075,2024-03-06 16:08:20,monthly,9.99
U1024099,2024-03-05 14:49:34,monthly,9.99
U1024127,2024-02-18 11:03:20,monthly,9.99
U1024141,2024-02-13 09:23:45,monthly,9.99
U1024142,2024-02-13 18:55:19,monthly,9.99
U1024163,2024-02-20 15:51:57,monthly,9.99
U1024164,2024-02-29 07:45:10,monthly,9.99
U1024167,2024-02-27 21:35:56,monthly,9.99
U1024174,2024-02-18 14:46:54,monthly,9.99
U1024190,2024-02-17 14:51:51,monthly,9.99
U1024211,2024-02-21 08:11:17,monthly,9.99
U1024217,2024-03-02 11:13:03,monthly,9.99
U1024225,2024-02-13 09:57:25,monthly,9.99
U1024227,2024-02-15 08:21:54,yearly,79.99
U1024230,2024-02-13 11:45:24,monthly,9.99
U1024237,2024-02-17 14:08:21,monthly,9.99
U1024247,2024-02-13 06:53:30,yearly,79.99
U1024261,2024-02-16 13:15:53,monthly,9.99
U1024265,2024-03-19 12:59:56,monthly,9.99
U1024273,2024-02-13 15:07:13,monthly,9.99
U1024286,2024-03-11 21:02:29,monthly,9.99
U1024308,2024-02-19 06:29:24,monthly,9.99
U1024335,2024-02-24 11:05:42,monthly,9.99
U1024348,2024-02-14 02:09:25,yearly,79.99
U1024358,2024-02-22 17:12:28,monthly,9.99
U1024366,2024-03-06 02:11:20,yearly,79.99
U1024369,2024-02-13 23:41:33,monthly,9.99
U1024377,2024-03-31 02:58:25,monthly,9.99
U1024387,2024-02-18 07:07:25,monthly,9.99
U1024390,2024-02-20 04:44:48,monthly,9.99
U1024414,2024-02-24 05:21:04,monthly,9.99
U1024417,2024-02-28 19:05:07,monthly,9.99
U1024450,2024-02-21 03:03:26,yearly,79.99
U1024479,2024-02-29 09:08:54,monthly,9.99
U1024496,2024-02-14 22:33:12,monthly,9.99
U1024514,2024-02-16 06:35:28,monthly,9.99
U1024521,2024-03-19 00:35:14,monthly,9.99
U1024554,2024-03-14 10:32:07,monthly,9.99
U1024601,2024-02-24 05:25:12,monthly,9.99
U1024617,2024-02-15 06:56:06,yearly,79.99
U1024625,2024-02-20 03:54:22,yearly,79.99
U1024652,2024-03-01 21:29:27,monthly,9.99
U1024683,2024-03-09 02:40:34,yearly,79.99
U1024708,2024-02-14 19:15:44,monthly,9.99
U1024734,2024-02-20 12:59:34,monthly,9.99
U1024762,2024-02-14 04:10:07,monthly,9.99
U1024787,2024-03-22 07:17:30,monthly,9.99
U1024790,2024-02-22 02:34:20,yearly,79.99
U1024820,2024-02-29 07:41:57,monthly,9.99
U1024832,2024-02-18 23:24:19,monthly,9.99
U1024848,2024-02-14 10:14:44,monthly,9.99
U1024851,2024-02-16 13:44:36,monthly,9.99
U1024875,2024-02-21 02:47:56,monthly,9.99
U1024900,2024-02-17 15:22:12,monthly,9.99
U1024902,2024-02-17 04:11:00,monthly,9.99
U1024908,2024-02-19 09:13:04,yearly,79.99
U1024913,2024-03-03 04:30:19,monthly,9.99
U1024926,2024-02-25 04:53:30,monthly,9.99
U1024927,2024-02-16 13:32:07,monthly,9.99
U1024943,2024-03-01 02:50:21,monthly,9.99
U1024977,2024-03-27 11:44:28,monthly,9.99
U1024979,2024-02-18 13:04:44,monthly,9.99
U1024981,2024-02-20 12:44:36,monthly,9.99
U1025002,2024-02-16 05:17:20,monthly,9.99
U1025011,2024-02-18 12:01:26,monthly,9.99
U1025046,2024-02-15 02:48:49,monthly,9.99
U1025048,2024-03-28 18:16:31,monthly,9.99
U1025054,2024-02-20 02:38:12,monthly,9.99
U1025098,2024-02-14 13:34:03,monthly,9.99
U1025108,2024-02-15 16:43:16,monthly,9.99
U1025118,2024-02-19 04:57:16,yearly,79.99
U1025137,2024-02-22 04:07:45,monthly,9.99
U1025167,2024-02-29 11:52:16,yearly,79.99
U1025168,2024-02-15 05:10:58,monthly,9.99
U1025174,2024-02-29 14:44:59,monthly,9.99
U1025181,2024-02-15 11:32:28,monthly,9.99
U1025202,2024-02-15 07:28:18,yearly,79.99
U1025204,2024-02-21 06:09:38,yearly,79.99
U1025211,2024-02-15 20:51:20,yearly,79.99
U1025219,2024-03-04 07:19:21,monthly,9.99
U1025234,2024-02-15 07:47:39,monthly,9.99
U1025241,2024-02-15 20:03:37,monthly,9.99
U1025264,2024-03-15 03:55:05,monthly,9.99
U1025299,2024-03-06 06:46:43,monthly,9.99
U1025302,2024-03-02 12:05:53,monthly,9.99
U1025306,2024-02-15 06:07:49,monthly,9.99
U1025348,2024-03-01 03:46:16,monthly,9.99
U1025363,2024-02-15 07:46:18,monthly,9.99
U1025396,2024-02-18 03:51:38,monthly,9.99
U1025400,2024-02-17 18:14:41,monthly,9.99
U1025407,2024-03-09 18:41:22,yearly,79.99
U1025444,2024-02-21 03:50:57,yearly,79.99
U1025450,2024-03-08 19:14:08,monthly,9.99
U1025458,2024-02-15 15:03:31,monthly,9.99
U1025480,2024-02-15 07:02:50,monthly,9.99
U1025497,2024-02-16 07:24:33,monthly,9.99
U1025522,2024-02-28 09:58:04,yearly,79.99
U1025523,2024-02-16 22:24:29,monthly,9.99
U1025536,2024-03-20 05:04:44,monthly,9.99
U1025556,2024-02-27 13:59:31,yearly,79.99
U1025568,2024-02-15 06:11:28,monthly,9.99
U1025572,2024-02-18 23:31:11,monthly,9.99
U1025576,2024-02-19 19:48:30,monthly,9.99
U1025579,2024-02-28 22:25:59,yearly,79.99
U1025580,2024-03-30 23:11:23,monthly,9.99
U1025589,2024-02-27 02:48:46,monthly,9.99
U1025605,2024-02-15 22:23:47,yearly,79.99
U1025606,2024-02-21 16:59:36,monthly,9.99
U1025616,2024-02-15 16:32:55,yearly,79.99
U1025617,2024-02-26 08:33:59,monthly,9.99
U1025623,2024-03-27 17:44:28,monthly,9.99
U1025674,2024-02-15 05:02:14,monthly,9.99
U1025686,2024-02-15 12:31:16,monthly,9.99
U1025689,2024-02-23 21:29:14,yearly,79.99
U1025694,2024-02-18 04:33:09,monthly,9.99
U1025705,2024-02-20 15:15:14,yearly,79.99
U1025721,2024-02-25 04:14:10,monthly,9.99
U1025754,2024-03-04 17:42:38,monthly,9.99
U1025769,2024-02-27 17:07:03,yearly,79.99
U1025780,2024-03-03 14:00:23,yearly,79.99
U1025823,2024-02-24 03:10:25,monthly,9.99
U1025829,2024-03-11 00:54:33,yearly,79.99
